authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Purcell, N., D. R. Talbert, T. Elliott, S. Gillies","14.070344, 41.717809, 14.070344, 41.717809",2011-01-21T23:11:14Z,N. Purcell,0,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [14.070344, 41.717809]}",darmc-location-18647,precise,representative,-30,-550,2012-02-15T00:01:16Z,/places/432954/darmc-location-18647,432954,41.717809,"41.717809,14.070344",14.070344,CH,"classical,hellenistic-republican","-550.0,-30.0",DARMC location 18647,89f03e378d5dd3155b729a08a64496af,Landform,Europe,Greece,,501365,340,1523,
"Becker, J.","13.9725, 41.2969444, 13.9725, 41.2969444",2013-07-31T17:12:25Z,jbecker,2,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [13.9725, 41.2969444]}",location-of-monte-s-croce,precise,representative,2100,1700,2018-03-18T13:58:06Z,/places/432959/location-of-monte-s-croce,432959,41.2969444,"41.2969444,13.9725",13.9725,M,modern,"1700.0,2100.0",OSM location of Monte Santa Croce,2662c8ed9872077f562cb53f886cba60,Water Source,Unlocated,Unlocated,,,670,,
"Purcell, N., D. R. Talbert, T. Elliott, S. Gillies","14.323275, 41.187387, 14.323275, 41.187387",2011-01-21T23:07:08Z,N. Purcell,0,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [14.323275, 41.187387]}",darmc-location-7077,precise,representative,-30,-550,2012-02-15T00:01:18Z,/places/432960/darmc-location-7077,432960,41.187387,"41.187387,14.323275",14.323275,CH,"classical,hellenistic-republican","-550.0,-30.0",DARMC location 7077,820eab23cb626c3efa9feb4447cf614f,Water Source,Europe,Bulgaria,,,970,1523,
"Purcell, N., R. Talbert, T. Elliott, S. Gillies","13.5, 41.0, 14.0, 41.5",2010-11-11T23:30:53Z,N. Purcell,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[13.5, 41.0], [13.5, 41.5], [14.0, 41.5], [14.0, 41.0], [13.5, 41.0]]]}",batlas-location,rough,representative,,,2012-02-15T00:05:10Z,/places/437148/batlas-location,437148,41.25,"41.25,13.75",13.75,,,,Barrington Atlas location,18768b8305be6b65d0d184a09b04e31d,Landform,Unlocated,Unlocated,,589748,970,,
"Horne, R.","21.3739396, 38.6483235, 21.3739396, 38.6483235",2013-04-22T19:13:33Z,rmhorne,2,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [21.3739396, 38.6483235]}",39c3b53b33bb3b7-3a73c13b1,precise,representative,2100,1700,2018-06-08T10:11:28Z,/places/540599/39c3b53b33bb3b7-3a73c13b1,540599,38.6483235,"38.6483235,21.3739396",21.3739396,M,modern,"1700.0,2100.0",ÎœÎµÎ³Î¬Î»Î· Î§ÏŽÏÎ±,5fb2082572e07f757ea9a814d2da5261,Water Source,Europe,Hungary,,,340,1523,
"Fossey, J., J. Morin, G. Reger, R. Talbert, T. Elliott, S. Gillies","22.0, 38.5, 22.5, 39.0",2010-11-23T00:34:08Z,"J. Fossey, J. Morin",0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[22.0, 38.5], [22.0, 39.0], [22.5, 39.0], [22.5, 38.5], [22.0, 38.5]]]}",batlas-location,rough,representative,300,-750,2012-02-15T01:03:35Z,/places/540611/batlas-location,540611,38.75,"38.75,22.25",22.25,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",Barrington Atlas location,10cf36becabfc7c97cc6474d8388d209,Water Source,Asia,Russia,,,670,412,
"Foss, C., S. Mitchell, G. Reger, D. R. Talbert, T. Elliott, S. Gillies","26.766607, 39.214189, 26.766607, 39.214189",2011-03-01T03:17:52Z,"C. Foss, S. Mitchell, G. Reger",1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [26.766607, 39.214189]}",darmc-location-200,precise,representative,300,-330,2012-02-15T01:17:14Z,/places/550473/darmc-location-200,550473,39.214189,"39.214189,26.766607",26.766607,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 200,b46e6c519bf987c10e9f5339daa740e3,Water Source,Unlocated,Unlocated,,,670,,
"Hitchner, R., DARMC, R. Warner, R. Talbert, T. Elliott, S. Gillies","9.512604, 36.011995, 9.512604, 36.011995",2011-08-12T23:13:36Z,R.B. Hitchner,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [9.512604, 36.011995]}",darmc-location-25815,precise,representative,-30,-330,2012-02-14T21:57:34Z,/places/208942248/darmc-location-25815,208942248,36.011995,"36.011995,9.512604",9.512604,H,hellenistic-republican,"-330.0,-30.0",DARMC location 25815,18765d9ffdd887ff887407ffe305d34b,Water Source,Europe,Germany,,,670,1523,
"Ã…hlfeldt, J.","12.434233, 37.7990835, 12.434233, 37.7990835",2012-10-20T21:11:15Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [12.434233, 37.7990835]}",dare-location,precise,representative,640,-750,2018-06-07T23:13:00Z,/places/462281/dare-location,462281,37.7990835,"37.7990835,12.434233",12.434233,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,68d8e304e34e3086f8c87298317e51f1,Landform,Unlocated,Unlocated,455441008,"580,975,875,412,987",340,,
"Wilson, R., D. R. Talbert, T. Elliott, S. Gillies","14.808244, 37.556267, 14.808244, 37.556267",2011-03-09T23:26:40Z,R.J.A. Wilson,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [14.808244, 37.556267]}",darmc-location-18788,precise,representative,-330,-750,2012-02-15T00:23:15Z,/places/462453/darmc-location-18788,462453,37.556267,"37.556267,14.808244",14.808244,AC,"archaic,classical","-750.0,-330.0",DARMC location 18788,77887f85c04eaf265aeb3d7734dcae76,Water Source,Unlocated,Unlocated,,93042695,670,,
"Hansen, E., M. Shideler, J. Becker, T. Landvatter","72.828788, 33.7644782, 72.828788, 33.7644782",2021-01-23T03:58:53Z,"Elin Hansen, Maia Shideler",2,Representative location based on OpenStreetMap,temple-2,"{""type"": ""Point"", ""coordinates"": [72.828788, 33.7644782]}",osm-location-of-jandial-temple,precise,representative,-30,-330,2021-01-23T04:10:43Z,/places/891186737/osm-location-of-jandial-temple,891186737,33.7644782,"33.7644782,72.828788",72.828788,H,hellenistic-republican,"-330.0,-30.0",OSM location of Jandial Temple,5603d648e5394575a9930db0782ab65e,Water Source,Unlocated,Unlocated,,,970,,
"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.0, 36.5, 33.5, 37.0",2009-10-19T11:08:07Z,S. Mitchell,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[33.0, 36.5], [33.0, 37.0], [33.5, 37.0], [33.5, 36.5], [33.0, 36.5]]]}",undetermined,rough,representative,640,-30,2012-02-15T02:36:25Z,/places/649304/undetermined,649304,36.75,"36.75,33.25",33.25,RL,"roman,late-antique","-30.0,640.0",Undetermined location,64c180284bfe28f857dc08953d507243,Water Source,Europe,United Kingdom,,,1390,1523,
"Mitchell, S., R. Talbert, T. Elliott, S. Gillies","33.5, 36.0, 34.0, 36.5",2009-10-19T11:08:09Z,S. Mitchell,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[33.5, 36.0], [33.5, 36.5], [34.0, 36.5], [34.0, 36.0], [33.5, 36.0]]]}",undetermined,rough,representative,640,300,2012-02-15T02:36:26Z,/places/649307/undetermined,649307,36.25,"36.25,33.75",33.75,L,late-antique,"300.0,640.0",Undetermined location,4e0c85d2bf97c2619da129051bf69c96,Water Source,Unlocated,Unlocated,,,970,,
"Wilson, R., R. Talbert, T. Elliott, S. Gillies","13.0, 37.5, 13.5, 38.0",2010-11-11T15:06:49Z,R.J.A. Wilson,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[13.0, 37.5], [13.0, 38.0], [13.5, 38.0], [13.5, 37.5], [13.0, 37.5]]]}",batlas-location,rough,representative,300,-30,2012-02-15T00:19:15Z,/places/462088/batlas-location,462088,37.75,"37.75,13.25",13.25,R,roman,"-30.0,300.0",Barrington Atlas location,bf86e251c5f8ac4219691aea96785cb5,Landform,Unlocated,Unlocated,,1356,670,,
"Esmonde Cleary, A., D. R. Talbert, T. Elliott, S. Gillies","0.416327, 51.761631, 0.416327, 51.761631",2011-08-02T20:57:22Z,A.S. Esmonde Cleary,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.416327, 51.761631]}",darmc-location-14461,precise,representative,640,-30,2012-02-15T03:30:16Z,/places/79387/darmc-location-14461,79387,51.761631,"51.761631,0.416327",0.416327,RL,"roman,late-antique","-30.0,640.0",DARMC location 14461,ac994b9bc2263fb24d349a3fe8c08c24,Water Source,Unlocated,Unlocated,,,670,,
"Esmonde Cleary, A., D. R. Talbert, T. Elliott, S. Gillies","-1.115941, 53.391484, -1.115941, 53.391484",2011-01-21T05:50:13Z,A.S. Esmonde Cleary,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.115941, 53.391484]}",darmc-location-21022,precise,representative,640,-30,2012-02-15T03:33:24Z,/places/79629/darmc-location-21022,79629,53.391484,"53.391484,-1.115941",-1.115941,RL,"roman,late-antique","-30.0,640.0",DARMC location 21022,cd1e485ede4953672571b4b4c37e8dd2,Water Source,Unlocated,Unlocated,,,670,,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","37.992736, 44.688635, 37.992736, 44.688635",2011-03-09T21:05:16Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [37.992736, 44.688635]}",darmc-location-12220,precise,representative,640,-550,2012-02-15T03:38:06Z,/places/825253/darmc-location-12220,825253,44.688635,"44.688635,37.992736",37.992736,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 12220,894c3c6957ac3467a06f0985445269de,Landform,Unlocated,Unlocated,,,300,,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","39.485381, 47.253125, 39.485381, 47.253125",2011-03-09T21:30:48Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [39.485381, 47.253125]}",darmc-location-13174,precise,representative,640,-30,2012-02-15T03:38:24Z,/places/825291/darmc-location-13174,825291,47.253125,"47.253125,39.485381",39.485381,RL,"roman,late-antique","-30.0,640.0",DARMC location 13174,bcd50464bf143a67a18a8b28c346feaa,Water Source,Asia,Turkey,,,367,412,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","37.366489, 45.033165, 37.366489, 45.033165",2011-03-09T22:43:30Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [37.366489, 45.033165]}",darmc-location-15670,precise,representative,300,-550,2012-02-15T03:38:29Z,/places/825304/darmc-location-15670,825304,45.033165,"45.033165,37.366489",37.366489,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARMC location 15670,80c448f5b70ca9d6d472df7168aa5508,Water Source,Unlocated,Unlocated,,,367,,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","43.023775, 44.022305, 43.023775, 44.022305",2011-03-09T22:43:44Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [43.023775, 44.022305]}",darmc-location-15680,precise,representative,-550,-750,2012-02-15T03:38:56Z,/places/825362/darmc-location-15680,825362,44.022305,"44.022305,43.023775",43.023775,A,archaic,"-750.0,-550.0",DARMC location 15680,81fc6ac878311803e30223bd5f64a99b,Water Source,Unlocated,Unlocated,,,367,,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","37.568894, 44.71573, 37.568894, 44.71573",2011-03-09T22:16:46Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [37.568894, 44.71573]}",darmc-location-14699,precise,representative,640,-550,2012-02-15T03:39:05Z,/places/825376/darmc-location-14699,825376,44.71573,"44.71573,37.568894",37.568894,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 14699,c58f43d02420654065204f1d9d275b8f,Water Source,Asia,Syria,,,367,412,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","38.941463, 47.20848, 38.941463, 47.20848",2011-03-09T22:24:10Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [38.941463, 47.20848]}",darmc-location-14976,precise,representative,-30,-750,2012-02-15T03:39:20Z,/places/825396/darmc-location-14976,825396,47.20848,"47.20848,38.941463",38.941463,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",DARMC location 14976,9f8be34cdff166ed9e18bf913ee30bd1,Water Source,Europe,France,,,367,1523,
"Erdosy, M., R. Talbert, T. Elliott, S. Gillies",,2010-09-23T04:42:42Z,M.U. Erdosy,0,,unknown,,batlas-location,unlocated,representative,300,-330,2012-02-15T02:06:06Z,/places/60468/batlas-location,60468,,,,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,467bbeb73e955529d36716d3e4cb9f0a,Water Source,Unlocated,Unlocated,,,330,,
"Erdosy, M., R. Talbert, T. Elliott, S. Gillies",,2010-09-23T04:42:43Z,M.U. Erdosy,0,,unknown,,batlas-location,unlocated,representative,300,-330,2012-02-15T02:06:06Z,/places/60469/batlas-location,60469,,,,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,84678eb8fcd0c8f4f1841d87ae1ffd2e,Water Source,Unlocated,Unlocated,,472014,330,,
"Erdosy, M., R. Talbert, T. Elliott, S. Gillies",,2010-09-23T04:42:50Z,M.U. Erdosy,0,,unknown,,batlas-location,unlocated,representative,300,-30,2012-02-15T02:06:09Z,/places/60474/batlas-location,60474,,,,R,roman,"-30.0,300.0",Barrington Atlas location,ad1f50bd6c10ed1805dc69992514d17b,Forests/Gardens,Unlocated,Unlocated,,,330,,
"Siewert-Mayer, B., W. RÃ¶llig, H. Kopp, F. Deblauwe, E. Kansa","67.0, 34.0, 68.0, 35.0",2013-08-22T17:26:45Z,"B. Siewert-Mayer, W. RÃ¶llig, H. Kopp",0,Approximate location from the TAVO index,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[67.0, 34.0], [67.0, 35.0], [68.0, 35.0], [68.0, 34.0], [67.0, 34.0]]]}",gane-location-7599,rough,representative,2000,-1200,2013-08-22T13:26:51Z,/places/60476/gane-location-7599,60476,34.5,"34.5,67.5",67.5,1HRLSKIMLM,"1200-bc-middle-east,hellenistic-middle-east,roman-early-empire-parthian-middle-east,late-antique-sasanian-middle-east,samanid-ghaznavid-iran,khwarezmian-middle-east,ilkhanate-middle-east,mongol-middle-east,late-ottoman-empire,modern-middle-east","-1200.0,2000.0",GANE Location 7599,c0fcffafb6396fa77da703d7bde8e0da,Forests/Gardens,Unlocated,Unlocated,,,330,,
"Foss, C., G. Reger, R. Talbert, T. Elliott, S. Gillies",,2009-10-15T09:02:29Z,"C. Foss, G. Reger",0,,unknown,,undetermined,unlocated,representative,-30,-330,2012-02-15T02:08:45Z,/places/606369/undetermined,606369,,,,H,hellenistic-republican,"-330.0,-30.0",Undetermined location,603d786508f8e4ca9f963ddc0eb81973,Water Source,Unlocated,Unlocated,,,330,,
"LudwiÅ„ski, S., T. Elliott, J. Becker","7.4902458, 34.4425125, 7.4953045, 34.4483254",2019-10-29T15:48:59Z,"belizarius, thomase",5,Representative location based on OpenStreetMap. Dates after Trousset in EncBerb.,"settlement,city-wall","{""type"": ""Polygon"", ""coordinates"": [[[7.4923165, 34.4425125], [7.4916513, 34.4425302], [7.4910827, 34.4427337], [7.4906374, 34.4433973], [7.4903853, 34.4444104], [7.4903048, 34.4448307], [7.4902458, 34.4453836], [7.4902566, 34.4457464], [7.4906267, 34.4464277], [7.4910344, 34.447131], [7.4912329, 34.4474053], [7.4921127, 34.4482856], [7.4932821, 34.4483254], [7.4944354, 34.4480069], [7.4950577, 34.4475513], [7.4953045, 34.4457774], [7.4949236, 34.4440786], [7.4945696, 34.4436229], [7.4931909, 34.4426762], [7.4923165, 34.4425125]]]}",osm-location-of-walled-settlement,precise,representative,850,300,2019-11-03T21:35:31Z,/places/334599/osm-location-of-walled-settlement,334599,34.44544161,"34.4454416106,7.49277949259",7.492779493,LE,"late-antique,early-byzantine","300.0,850.0",OSM Location of walled settlement,d0ff7b8c17bd4129aca425a014063358,Water Source,Asia,Turkey,,,330,412,
"Fentress, E., D. R. Talbert, T. Elliott, S. Gillies","6.467809, 35.485268, 6.467809, 35.485268",2011-03-09T22:28:27Z,E.W.B. Fentress,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [6.467809, 35.485268]}",darmc-location-15111,precise,representative,640,-30,2020-06-19T15:09:51Z,/places/334636/darmc-location-15111,334636,35.485268,"35.485268,6.467809",6.467809,RL,"roman,late-antique","-30.0,640.0",DARMC location 15111,95d36f5d1b879ae3bd90219076ede540,Water Source,Europe,Ukraine,,226778,330,1523,
"Fentress, E., D. R. Talbert, T. Elliott, S. Gillies","5.350311, 35.350844, 5.350311, 35.350844",2011-03-09T22:30:02Z,E.W.B. Fentress,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.350311, 35.350844]}",darmc-location-15159,precise,representative,640,-30,2012-02-14T23:20:03Z,/places/334641/darmc-location-15159,334641,35.350844,"35.350844,5.350311",5.350311,RL,"roman,late-antique","-30.0,640.0",DARMC location 15159,8195d01e1a09d32943ca8f51ba1f1d6c,Landform,Asia,Russia,,,330,412,
"Fentress, E., D. R. Talbert, T. Elliott, S. Gillies","8.143573, 33.91765, 8.143573, 33.91765",2011-03-10T01:35:07Z,E.W.B. Fentress,1,Point location,unknown,"{""type"": ""Point"", ""coordinates"": [8.143573, 33.91765]}",darmc-location-23372,precise,representative,640,-30,2012-02-14T23:20:04Z,/places/334643/darmc-location-23372,334643,33.91765,"33.91765,8.143573",8.143573,RL,"roman,late-antique","-30.0,640.0",DARMC location 23372,e07d3b84926fb3a8aa46fab12eaccf1a,Water Source,Europe,Ukraine,,,330,1523,
"Fentress, E., D. R. Talbert, T. Elliott, S. Gillies","7.734771, 34.912061, 7.734771, 34.912061",2011-03-09T22:34:22Z,E.W.B. Fentress,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [7.734771, 34.912061]}",darmc-location-15302,precise,representative,640,-30,2012-02-14T23:20:07Z,/places/334653/darmc-location-15302,334653,34.912061,"34.912061,7.734771",7.734771,RL,"roman,late-antique","-30.0,640.0",DARMC location 15302,993d8428f1d27577c6584ba7d9576c14,Water Source,Unlocated,Unlocated,,,330,,
"Becker, J., R. Horne","12.4155603, 42.2087365, 12.4155603, 42.2087365",2014-02-04T04:56:44Z,jbecker,3,Representative location based on OpenStreetMap.,"sanctuary,","{""type"": ""Point"", ""coordinates"": [12.4155603, 42.2087365]}",location-of-sanctuary,precise,"representative,",-30,-330,2018-10-05T11:06:29Z,/places/792532423/location-of-sanctuary,792532423,42.2087365,"42.2087365,12.4155603",12.4155603,H,hellenistic-republican,"-330.0,-30.0",OSM location of Santuario di Monte Li Santi,ae0f7a043ea2ccc61e1364a53c762989,Landform,Europe,Georgia,,,330,1523,
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.3848, 36.705058, 22.3848, 36.705058",2011-01-25T18:28:08Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [22.3848, 36.705058]}",darmc-location-13996,precise,representative,300,-750,2018-06-08T00:49:55Z,/places/570527/darmc-location-13996,570527,36.705058,"36.705058,22.3848",22.3848,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 13996,cd1c18ea2ea9358b82452d4794d012fd,Water Source,Unlocated,Unlocated,,,330,,
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.336587, 37.462155, 22.336587, 37.462155",2011-01-25T18:28:14Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [22.336587, 37.462155]}",darmc-location-14101,precise,representative,300,-750,2018-06-07T20:43:36Z,/places/570548/darmc-location-14101,570548,37.462155,"37.462155,22.336587",22.336587,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 14101,748539b073b2a3389a0ae1813c0540ce,Landform,Europe,Ukraine,,,330,1523,
"McK. Camp II, J., G. Reger, R. Talbert, T. Elliott, S. Gillies","21.0, 37.5, 21.5, 38.0",2010-09-20T20:53:08Z,"J. McK. Camp II, G. Reger",0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[21.0, 37.5], [21.0, 38.0], [21.5, 38.0], [21.5, 37.5], [21.0, 37.5]]]}",batlas-location,rough,representative,,,2018-06-08T10:10:33Z,/places/570579/batlas-location,570579,37.75,"37.75,21.25",21.25,,,,Barrington Atlas location,1839ef052b8687d8eee073a474ccd0cc,Forests/Gardens,Unlocated,Unlocated,,,330,,
