description,featureType,locationPrecision,locationType,TypesOfFeature,country,noOfFeaturesBuiltByHuman,natureFeatures,continent,eras,deltaAge,reprLat,reprLong,minDate,maxDate
"Representative point location, village precision",settlement,precise,representative,Forts,Unlocated,,,Africa,Classical Era,970,32.920744,35.068626,-330,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,630,33.585105,35.400313,-330,300
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.779913,35.700705,-30,640
500K scale point location,"unknown,",precise,representative,Forts,Unlocated,,,Africa,Classical Era,340,32.556411,35.848706,300,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,33.061161,36.075679,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,330,33.992824,35.79867,-30,300
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,33.045138,35.414807,-30,640
Representative location of the modern river course based on OpenStreetMap.,river,precise,representative,Forts,Unlocated,,,Africa,Early Modern Era,400,32.87861709,35.10434165,1700,2100
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.459001,36.806553,-30,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,970,33.899285,35.521306,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,32.43518,35.773767,-30,300
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,330,33.292584,36.77561,-30,300
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.791001,36.577852,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,300,33.797454,35.815121,-330,-30
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,670,33.185866,36.482715,-30,640
"Representative point location, village precision",settlement,precise,representative,"Cultural Constructions,Complex Architecure",Unlocated,,,Africa,Classical Era,670,33.1856996,36.4824165,-30,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,970,32.425592,34.893246,-330,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,970,32.754211,36.618202,-330,640
"Representative point location, site precision",settlement,precise,representative,Big community ,Unlocated,,,Africa,Classical Era,970,32.754199,36.618509,-330,640
Representative location based on OpenStreetMap.,mountain,precise,representative,Cultural Construction,Unlocated,,,Africa,Early Modern Era,400,32.7286111,35.0466669,1700,2100
"Representative point location, village precision",station,precise,representative,Complex Architecure,Unlocated,,,Africa,Classical Era,340,34.025421,36.734612,300,640
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,630,33.95773,36.241643,-330,300
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,630,33.670312,36.257659,-330,300
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,330,33.883605,36.216265,-30,300
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,970,32.864811,35.8441,-330,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,670,32.157479,36.164595,-30,640
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,32.605442,36.637005,-30,300
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,340,33.807178,35.491876,300,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,340,32.718751,35.440404,300,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,970,34.015363,36.200556,-330,640
"Representative point location, site precision",settlement,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,970,34.006664,36.203685,-330,640
500K scale point location,unknown,precise,representative,Big community ,Unlocated,,,Africa,Classical Era,670,32.867463,35.538562,-30,640
verified in Google Earth 2013.,"mountain,",precise,representative,Construction,Unlocated,,,Africa,Early Modern Era,400,33.416111,35.8575,1700,2100
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,330,33.368665,35.70276,-30,300
Location based on OpenStreetMap,"river,",precise,representative,Big community ,Italy,1523,,Africa,Early Modern Era,400,32.700763,35.6765082,1700,2100
500K scale point location,unknown,precise,representative,Cultural Construction,Italy,1523,,Africa,Classical Era,330,33.355015,36.523072,-30,300
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,970,32.778841,35.659411,-330,640
"Representative point location, site precision",settlement,precise,representative,Cultural construction,Unlocated,,,Africa,Classical Era,970,32.7785,35.660178,-330,640
500K scale point location,unknown,precise,representative,Cultural construction,Unlocated,,,Africa,Classical Era,340,33.083324,35.219235,300,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,340,32.553469,35.363078,300,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,670,32.420132,35.425686,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Greece,1523,,Africa,Classical Era,340,32.504053,35.403782,300,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,340,32.414465,35.340148,300,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,340,32.711123,35.073197,300,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,330,33.905747,35.959781,-30,300
Representative location based on OpenStreetMap.,temple-2,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,670,33.8948049,35.9621509,-30,640
Location based on OpenStreetMap,"river,",precise,representative,Cultural Construction,Unlocated,,,Africa,Early Modern Era,400,32.1903269,35.7981994,1700,2100
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,340,32.390248,35.67086,300,640
500K scale point location,unknown,precise,representative,Construction,Bosnia and Herzegovina,1523,,Africa,Classical Era,670,33.972235,36.631147,-30,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,970,32.558928,35.332945,-330,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,670,33.074633,35.273812,-30,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,670,32.83549,35.286222,-30,640
"Representative point location, site precision",settlement,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,670,32.832222,35.2775,-30,640
,unknown,rough,representative,Construction,Unlocated,,,Africa,Classical Era,330,33.75,35.75,-30,300
,unknown,rough,representative,Construction,Hungary,1523,,Africa,Classical Era,970,33.75,35.75,-330,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,970,33.340499,35.581243,-330,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,330,33.30587,37.328953,-30,300
500K scale point location,unknown,precise,representative,Construction,Hungary,1523,,Africa,Classical Era,630,32.717725,35.094327,-330,300
500K scale point location,unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,340,32.571791,36.314785,300,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,970,33.11132,35.529938,-330,640
Representative location based on a node derived from OpenStreetMap,"settlement,",precise,representative,Construction,Unlocated,,,Africa,Classical Era,400,33.1101085,35.5309562,-540,-140
500K scale point location,unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,340,33.053536,35.73205,300,640
,unknown,rough,representative,Construction,Unlocated,,,Africa,Classical Era,300,33.75,35.75,-330,-30
500K scale point location,unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,300,32.591987,35.739845,-330,-30
Location based on OpenStreetMap,"settlement,",precise,representative,Construction,Hungary,1523,,Africa,Early Modern Era,400,33.2088889,35.2994444,1700,2100
,unknown,rough,representative,Construction,Serbia,1523,,Africa,Classical Era,670,32.75,35.25,-30,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,670,32.964971,35.303053,-30,640
500K scale point location,unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,670,32.181189,34.935418,-30,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Construction,Croatia,1523,,Africa,Classical Era,670,32.597779,35.858043,-30,640
"Representative point location, site precision",settlement,precise,representative,Construction,Unlocated,,,Africa,Classical Era,670,32.599424,35.858544,-30,640
500K scale point location,unknown,precise,representative,Construction,Hungary,1523,,Africa,Classical Era,970,32.907834,35.301835,-330,640
500K scale point location,unknown,precise,representative,Construction,Unlocated,,,Africa,Classical Era,970,32.837408,36.029358,-330,640
500K scale point location,unknown,precise,representative,Big community ,Hungary,1523,,Africa,Classical Era,670,32.974321,35.161335,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.860443,35.646371,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.919539,35.41469,-30,640
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.881123,35.576348,-30,640
Representative location based on OpenStreetMap.,settlement,precise,representative,Forts,United Arab Emirates,,,Africa,Classical Era,970,32.88065018,35.57543335,-330,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,33.013309,35.516959,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.531149,34.949037,-30,640
500K scale point location,unknown,precise,representative,Forts,Romania,1523,,Africa,Classical Era,670,33.638233,36.471929,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,330,34.033444,36.989849,-30,300
500K scale point location,unknown,precise,representative,Cultural Construction,France,1523,,Africa,Classical Era,330,33.941368,36.875247,-30,300
500K scale point location,unknown,precise,representative,Forts,Russia,412,,Africa,Classical Era,670,33.6708,36.871941,-30,640
500K scale point location,unknown,precise,representative,Forts,France,1523,,Africa,Classical Era,340,32.193776,35.455826,300,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,670,32.926755,35.627024,-30,640
500K scale point location,unknown,precise,representative,Forts,Unlocated,,,Africa,Classical Era,330,32.217019,35.535872,-30,300
