,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","15.3441899, 41.5077061, 15.3458808, 41.5087795",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[15.3450482, 41.5077061], [15.3447907, 41.5077639], [15.3445504, 41.5078346], [15.3443702, 41.5079439], [15.3442929, 41.508021], [15.3442328, 41.5081303], [15.3441899, 41.5082396], [15.3441899, 41.5083424], [15.3442414, 41.5084774], [15.3443015, 41.5085674], [15.3444217, 41.5086702], [15.3446105, 41.5087538], [15.3448937, 41.5087795], [15.3451598, 41.5087281], [15.3454688, 41.5086252], [15.345692, 41.5085031], [15.3458293, 41.5083617], [15.3458808, 41.508201], [15.3458465, 41.5080725], [15.345795, 41.5079568], [15.3456576, 41.5078282], [15.3454774, 41.5077318], [15.3452456, 41.5077061], [15.3450482, 41.5077061]]]}",osm-location-of-anfiteatro-romano-augusteo,precise,representative,300,-30,41.5082343,"41.5082343031,15.3450261071",15.34502611,,R,roman,"-30.0,300.0",OSM location of Anfiteatro Romano Augusteo,amphitheatre,,"Artena, Civita di Artena and temple","986,659,307,795,348,000",330,"amphitheatre,"
"Becker, J., T. Elliott","23.726166, 37.971421, 23.726166, 37.971421",jbecker,Representative point location derived from Google Earth imagery.,"acropolis,architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [23.726166, 37.971421]}",imagery-location,precise,representative,640,-750,37.971421,"37.971421,23.726166",23.726166,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",Imagery Location of Acropolis of Athens,"acropolis,architecturalcomplex",,Buon Riposo,,1390,"acropolis,architecturalcomplex,"
"Becker, J.","22.9516097, 40.63209, 22.9518641, 40.6323183",jbecker,Representative location based on OpenStreetMap.,arch,"{""type"": ""Polygon"", ""coordinates"": [[[22.9516774, 40.63209], [22.9516097, 40.632127], [22.9516599, 40.6321799], [22.9518115, 40.6323183], [22.9518641, 40.6322896], [22.9517256, 40.6321408], [22.9516774, 40.63209]]]}",osm-location-of-arch-of-galerius,precise,representative,640,300,40.6322052,"40.6322051966,22.951735661",22.95173566,,L,late-antique,"300.0,640.0",OSM location of Arch of Galerius,arch,,Casali,,340,"arch,"
"Becker, J.","10.5057722, 43.8455203, 10.5057722, 43.8455203",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [10.5057722, 43.8455203]}",location-of-roman-amphitheater,precise,representative,300,-30,43.8455203,"43.8455203,10.5057722",10.5057722,"extant remains, amphitheater",R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,Case Rosse,,330,"amphitheatre,"
"Becker, J.","11.8796902, 43.4608671, 11.8796902, 43.4608671",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [11.8796902, 43.4608671]}",location-of-roman-amphitheater,precise,representative,300,-30,43.4608671,"43.4608671,11.8796902",11.8796902,amphitheater,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,"699,256,589,422,958",Marco Simone vecchio,,330,"amphitheatre,"
"Becker, J.","9.2078824, 35.853336, 9.2078824, 35.853336",jbecker,Location based on OpenStreetMap,arch,"{""type"": ""Point"", ""coordinates"": [9.2078824, 35.853336]}",location-of-arch-of-trajan,precise,representative,300,-30,35.853336,"35.853336,9.2078824",9.2078824,,R,roman,"-30.0,300.0",OSM location of Arch of Trajan,arch,,Forte Tiburtina,,330,"arch,"
"Becker, J.","22.7853206, 45.5166773, 22.7853206, 45.5166773",jbecker,Location based on OpenStreetMap,amphitheatre,"{""type"": ""Point"", ""coordinates"": [22.7853206, 45.5166773]}",location-of-roman-amphitheater,precise,representative,300,-30,45.5166773,"45.5166773,22.7853206",22.7853206,,R,roman,"-30.0,300.0",OSM location of Amphiteater of Samizegetusa Ulpia Traiana,amphitheatre,423025,Trastevere,,330,"amphitheatre,"
"Becker, J.","-7.8934945, 40.3610483, -7.8934945, 40.3610483",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [-7.8934945, 40.3610483]}",location-of-roman-amphitheater,precise,representative,300,-30,40.3610483,"40.3610483,-7.8934945",-7.8934945,,R,roman,"-30.0,300.0",location of Roman amphitheater,amphitheatre,"963,165,127,774,612,000",Fosso della Crescenza,,330,"amphitheatre,"
"Becker, J., R. Horne","14.4929111, 40.7521131, 14.4929111, 40.7521131",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [14.4929111, 40.7521131]}",osm-location-of-so-called-house-of-julia-felix,precise,representative,300,-30,40.7521131,"40.7521131,14.4929111",14.4929111,,R,roman,"-30.0,300.0","OSM location of so-called ""House of Julia Felix""",architecturalcomplex,"422,995,423,080,423,000",Isola Sacra,,330,"architecturalcomplex,"
"Mckee, G.","68.8533938, 37.7971043, 68.855512, 37.7986702",gmckee,"Polygon representing the location of the Ajina-Tepa site, derived from an OpenStreetMap Way.",abbey,"{""type"": ""Polygon"", ""coordinates"": [[[68.8547394, 37.7971043], [68.8545525, 37.7972016], [68.8533938, 37.7981296], [68.8537616, 37.7984921], [68.8544813, 37.7986702], [68.855512, 37.7980304], [68.8547394, 37.7971043]]]}",achinatieppa,precise,representative,799,600,37.79796643,"37.79796643,68.8544718592",68.85447186,,SE,"seventh-ce,eighth-ce","600.0,799.0",OSM location of ÐÒ·Ð¸Ð½Ð°Ñ‚ÐµÐ¿Ð¿Ð°,abbey,,"Bell-Loc dâ€™Aro, S. Cristina dâ€™Aro",,199,"abbey,"
"Becker, J.","14.6572533, 40.7455804, 14.6572533, 40.7455804",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [14.6572533, 40.7455804]}",location-of-roman-amphitheater,precise,representative,300,-30,40.7455804,"40.7455804,14.6572533",14.6572533,,R,roman,"-30.0,300.0",OSM location of Anfiteatro Romano,amphitheatre,,"Castell de la Fosca, PalamÃ³s",,330,"amphitheatre,"
"Becker, J.","9.1137037, 39.223909, 9.1137037, 39.223909",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [9.1137037, 39.223909]}",location-of-roman-amphitheater,precise,representative,300,-30,39.223909,"39.223909,9.1137037",9.1137037,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,Castellnou de Basella,,330,"amphitheatre,"
"Becker, J.","1.3976884, 43.6147918, 1.3976884, 43.6147918",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [1.3976884, 43.6147918]}",location-of-roman-amphitheater,precise,representative,300,-30,43.6147918,"43.6147918,1.3976884",1.3976884,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,"El Castillo, Cedrillas",,330,"amphitheatre,"
"Becker, J.","4.6302628, 43.6777197, 4.6302628, 43.6777197",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [4.6302628, 43.6777197]}",location-of-roman-amphitheater,precise,representative,300,-30,43.6777197,"43.6777197,4.6302628",4.6302628,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,"Los Castillos, Condado de TreviÃ±o",,330,"amphitheatre,"
"Becker, J.","12.5012225, 41.8940964, 12.5012225, 41.8940964",jbecker,Representative location based on OpenStreetMap.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [12.5012225, 41.8940964]}",location-of-skip-to-content-skip-to-navigation,precise,representative,300,-30,41.8940964,"41.8940964,12.5012225",12.5012225,"extant remains, wall painting",R,roman,"-30.0,300.0",OSM location of Auditorium Maecenatis,architecturalcomplex,,"Puig Rom, Rosas",,330,"architecturalcomplex,"
"Becker, J.","12.4951854, 41.8855803, 12.4951854, 41.8855803",jbecker,Representative location based on OpenStreetMap.,"arch,","{""type"": ""Point"", ""coordinates"": [12.4951854, 41.8855803]}",osm-location,precise,representative,640,-30,41.8855803,"41.8855803,12.4951854",12.4951854,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Porta Caelimontana,arch,,RubÃ­?,,670,"arch,"
"Becker, J., R. Horne","10.4367702, 43.7689323, 10.4367702, 43.7689323",jbecker,Representative location based on OpenStreetMap.,"aqueduct,","{""type"": ""Point"", ""coordinates"": [10.4367702, 43.7689323]}",osm-location,precise,,640,-30,43.7689323,"43.7689323,10.4367702",10.4367702,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Acquedotto romano di Caldaccoli,aqueduct,,in N Media,,670,"aqueduct,"
"Becker, J.","10.3019945, 42.3376802, 10.3019945, 42.3376802",jbecker,Representative location based on OpenStreetMap.,abbey,"{""type"": ""Point"", ""coordinates"": [10.3019945, 42.3376802]}",osm-location-of-monastero-di-san-mamiliano,precise,representative,1453,640,42.3376802,"42.3376802,10.3019945",10.3019945,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Monastero di San Mamiliano,abbey,,Aln,,813,"abbey,"
"Kansa, E., J. Becker, T. Elliott","11.3996188106, 43.155803755, 11.3996188106, 43.155803755",ekansa,After OpenContext.,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [11.399618810608441, 43.155803754966236]}",location-of-poggio-civitate,precise,representative,-330,-750,43.15580376,"43.155803755,11.3996188106",11.39961881,,AC,"archaic,classical","-750.0,-330.0",Location of Poggio Civitate,architecturalcomplex,,Khiut Rabbua,,420,"architecturalcomplex,"
"Becker, J.","12.6898227, 41.8157375, 12.6898227, 41.8157375",jbecker,Location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [12.6898227, 41.8157375]}",location-of-complesso-archeologico-del-barco,precise,representative,1453,-30,41.8157375,"41.8157375,12.6898227",12.6898227,,RLM,"roman,late-antique,mediaeval-byzantine","-30.0,1453.0",OSM location of Complesso archeologico del Barco Borghese,architecturalcomplex,"79,574,491,855,883",,646165662,1483,"architecturalcomplex,"
"Vanderbilt, S., T. Elliott","-2.956878, 51.608059, -2.956878, 51.608059",sarcanon,"Representative point location, derived from Google Earth, of the amphitheatre of the legionary fortress at Caerleon","amphitheatre,","{""type"": ""Point"", ""coordinates"": [-2.956878, 51.608059]}",roman-amphitheatre,precise,,300,-30,51.608059,"51.608059,-2.956878",-2.956878,,R,roman,"-30.0,300.0",Imagery location,amphitheatre,,Kortrijk BGM,,330,"amphitheatre,"
"Becker, J.","30.5181893, 37.6766037, 30.5187177, 37.6769476",jbecker,Representative location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[30.518302, 37.6766037], [30.5181893, 37.6768393], [30.5186131, 37.6769476], [30.5187177, 37.6767289], [30.518302, 37.6766037]]]}",osm-location-of-macellum,precise,representative,300,-30,37.67677935,"37.6767793499,30.5184525354",30.51845254,,R,roman,"-30.0,300.0",OSM location of Macellum,architecturalcomplex,108868,ChÃ¢lons-sur-Marne,,330,"architecturalcomplex,"
"Becker, J.","23.7428339, 37.9734835, 23.7439661, 37.9745711",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[23.7428339, 37.9734835], [23.742996, 37.9744568], [23.7437656, 37.9745711], [23.7438905, 37.9745319], [23.7439661, 37.9740756], [23.7437812, 37.9737001], [23.7428339, 37.9734835]]]}",osm-location-of-aristotles-lyceum,precise,representative,-30,-550,37.97403098,"37.9740309829,23.7433796972",23.7433797,,CH,"classical,hellenistic-republican","-550.0,-30.0",OSM location of Aristotle's Lyceum,architecturalcomplex,,Etroeungt,,520,"architecturalcomplex,"
"Becker, J.","6.0302671, 47.2341694, 6.0302671, 47.2341694",jbecker,A Gallo-Roman triumphal arch dedicated to Marcus Aurelius. Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [6.0302671, 47.2341694]}",osm-location-of-porte-noire,precise,representative,300,-30,47.2341694,"47.2341694,6.0302671",6.0302671,,R,roman,"-30.0,300.0",OSM Location of Porte Noire,arch,,"Elewijt, BGM",,330,"arch,"
"Becker, J.","-1.3796296, 54.0881157, -1.3796296, 54.0881157",jbecker,Archaeological remains at 'Aldborough Studforth Hill' site. Location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [-1.3796296, 54.0881157]}",possible-location-of-roman-amphitheater,precise,representative,300,-30,54.0881157,"54.0881157,-1.3796296",-1.3796296,,R,roman,"-30.0,300.0",OSM location of possible Roman amphitheater,amphitheatre,,Epiais-Rhus,,330,"amphitheatre,"
"Ã…hlfeldt, J., J. Becker, S. Gillies","1.4689465, 41.1732368, 1.4689465, 41.1732368",jahlfeldt,"Representative point location, site precision","arch,","{""type"": ""Point"", ""coordinates"": [1.4689465, 41.1732368]}",dare-location,precise,representative,300,-30,41.1732368,"41.1732368,1.4689465",1.4689465,,R,roman,"-30.0,300.0",DARE Location,arch,,Dreifaltigkeitsberg,,330,"arch,"
"Becker, J.","1.4689962, 41.173443, 1.4689962, 41.173443",jbecker,Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [1.4689962, 41.173443]}",location-of-arc-de-bera,precise,representative,300,-30,41.173443,"41.173443,1.4689962",1.4689962,UWHS,R,roman,"-30.0,300.0",OSM location of Arc de BerÃ ,arch,,"DÅ™etovice, settlement and mine CZE",,330,"arch,"
"Becker, J.","6.259935, 35.489247, 6.259935, 35.489247",jbecker,verified in Google Earth 2013.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [6.259935, 35.489247]}",location-of-roman-amphitheater,precise,representative,300,-30,35.489247,"35.489247,6.259935",6.259935,,R,roman,"-30.0,300.0",Imagery location of Roman amphitheater,amphitheatre,,,,330,"amphitheatre,"
"Becker, J.","4.5378446, 43.9455411, 4.5379235, 43.9455907",jbecker,Representative location based on OpenStreetMap,aqueduct,"{""type"": ""Polygon"", ""coordinates"": [[[4.5378617, 43.9455411], [4.5378446, 43.9455577], [4.5379064, 43.9455907], [4.5379235, 43.9455741], [4.5378617, 43.9455411]]]}",osm-location-of-pont-de-valmale,precise,representative,300,-30,43.9455659,"43.9455659024,4.53788404872",4.537884049,,R,roman,"-30.0,300.0",OSM location of Pont de Valmale,aqueduct,,,,330,"aqueduct,"
"Becker, J.","27.7692948, 41.5736595, 27.7695602, 41.5738554",jbecker,Location based on OpenStreetMap,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[27.7694735, 41.5736595], [27.7693744, 41.5736794], [27.7693231, 41.5737231], [27.7692948, 41.5737945], [27.769385, 41.5738554], [27.7695602, 41.5737522], [27.7694735, 41.5736595]]]}",osm-location-of-roman-amphitheatre,precise,representative,300,-30,41.57375401,"41.573754006,27.7694219569",27.76942196,,R,roman,"-30.0,300.0",OSM location of Roman Amphitheatre,amphitheatre,,,,330,"amphitheatre,"
"Becker, J.","2.2966097, 49.1460623, 2.2970751, 49.1462904",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[2.2968806, 49.1460623], [2.2967827, 49.1460658], [2.2967063, 49.146079], [2.2966231, 49.1461167], [2.2966097, 49.146143], [2.2966325, 49.1462132], [2.2969826, 49.1462904], [2.2970268, 49.1462623], [2.2970603, 49.1462255], [2.2970751, 49.1461921], [2.2969718, 49.1460965], [2.2968806, 49.1460623]]]}",osm-location-of-beaumont-sur-oise-amphitheatre,precise,representative,300,-30,49.14617307,"49.1461730651,2.29684213323",2.296842133,,R,roman,"-30.0,300.0",OSM location of Beaumont-sur-Oise amphitheatre,amphitheatre,,,,330,"amphitheatre,"
"Ã…hlfeldt, J.","6.6293158, 50.5526069, 6.6293158, 50.5526069",jahlfeldt,"Representative point location, site precision",aqueduct,"{""type"": ""Point"", ""coordinates"": [6.6293158, 50.5526069]}",dare-location,precise,representative,300,-30,50.5526069,"50.5526069,6.6293158",6.6293158,,R,roman,"-30.0,300.0",DARE Location,aqueduct,,,,330,"aqueduct,"
"Ã…hlfeldt, J.","6.7427417, 49.7400742, 6.7427417, 49.7400742",jahlfeldt,"Representative point location, site precision",aqueduct,"{""type"": ""Point"", ""coordinates"": [6.7427417, 49.7400742]}",dare-location,precise,representative,300,-30,49.7400742,"49.7400742,6.7427417",6.7427417,,R,roman,"-30.0,300.0",DARE Location,aqueduct,,,,330,"aqueduct,"
"Vitale, V., J. Prag, J. Becker","15.2804126, 37.0673281, 15.2804126, 37.0673281",vvitale,"Representative location of the so-called Roman Gymnasium at Syracuse, based on an OpenStreetMap way tracing the limits of the archaeological area.","architecturalcomplex,theatre,","{""type"": ""Point"", ""coordinates"": [15.2804126, 37.0673281]}",osm-location-of-the-so-called-roman-gymnasium-at,precise,representative,300,-30,37.0673281,"37.0673281,15.2804126",15.2804126,,R,roman,"-30.0,300.0",OSM location of the so-called Roman Gymnasium at Syracuse,"architecturalcomplex,theatre",,,,330,"architecturalcomplex,theatre,"
"Varveri, A., J. Becker","14.4841305, 40.7498078, 14.4841305, 40.7498078",avarveri,Location based on OpenStreetMap,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [14.4841305, 40.7498078]}",granai-del-foro,precise,representative,300,-30,40.7498078,"40.7498078,14.4841305",14.4841305,,R,roman,"-30.0,300.0","OSM location of so-called ""Granai del Foro""",architecturalcomplex,,,,330,"architecturalcomplex,"
"Becker, J.","10.865923, 35.6778191, 10.8667861, 35.6784809",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[10.8663792, 35.6778191], [10.8662514, 35.6778378], [10.8661477, 35.6778817], [10.8659995, 35.6780098], [10.8659281, 35.6781393], [10.865923, 35.6782398], [10.865953, 35.6783207], [10.8660378, 35.6784111], [10.8661707, 35.6784742], [10.8663171, 35.6784809], [10.8664466, 35.6784573], [10.8665773, 35.6783985], [10.8666886, 35.6783209], [10.8667512, 35.6782158], [10.8667861, 35.6781069], [10.8667473, 35.6779893], [10.8666562, 35.6778876], [10.8665415, 35.6778225], [10.8663792, 35.6778191]]]}",osm-location-of-amphitheatre-of-leptis-minor,precise,representative,640,-30,35.67814995,"35.678149945,10.8663511229",10.86635112,,RL,"roman,late-antique","-30.0,640.0",OSM location of Amphitheatre of Leptis Minor,amphitheatre,,,,670,"amphitheatre,"
"Becker, J.","13.412317, 42.077222, 13.412317, 42.077222",jbecker,A first century AD amphitheater at Alba Fucens. Location verified in Google Earth 2013.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [13.412317, 42.077222]}",amphitheater-of-alba-fucens,precise,representative,300,-30,42.077222,"42.077222,13.412317",13.412317,"extant remains, amphitheater, polygonal masonry",R,roman,"-30.0,300.0",Imagery location of amphitheater of Alba Fucens,amphitheatre,,,,330,"amphitheatre,"
